,month,stats,race_or_age,state_or_region,value,year,value_flt,time
74295,Apr,avg,≥6 months,Idaho,39.0,2016-2017,39.0,2017-04-15
74300,May,avg,≥6 months,Idaho,39.5,2016-2017,39.5,2017-05-15
75240,Jul,avg,≥6 months,Illinois,0.4,2016-2017,0.4,2016-07-15
75245,Aug,avg,≥6 months,Illinois,2.0,2016-2017,2.0,2016-08-15
75250,Sep,avg,≥6 months,Illinois,9.5,2016-2017,9.5,2016-09-15
75255,Oct,avg,≥6 months,Illinois,26.8,2016-2017,26.8,2016-10-15
75260,Nov,avg,≥6 months,Illinois,34.8,2016-2017,34.8,2016-11-15
75265,Dec,avg,≥6 months,Illinois,38.0,2016-2017,38.0,2016-12-15
75270,Jan,avg,≥6 months,Illinois,40.1,2016-2017,40.1,2017-01-15
75275,Feb,avg,≥6 months,Illinois,40.8,2016-2017,40.8,2017-02-15
75280,Mar,avg,≥6 months,Illinois,41.5,2016-2017,41.5,2017-03-15
75285,Apr,avg,≥6 months,Illinois,41.7,2016-2017,41.7,2017-04-15
75290,May,avg,≥6 months,Illinois,41.8,2016-2017,41.8,2017-05-15
76230,Jul,avg,≥6 months,Indiana,0.4,2016-2017,0.4,2016-07-15
76235,Aug,avg,≥6 months,Indiana,2.3,2016-2017,2.3,2016-08-15
76240,Sep,avg,≥6 months,Indiana,8.8,2016-2017,8.8,2016-09-15
76245,Oct,avg,≥6 months,Indiana,25.7,2016-2017,25.7,2016-10-15
76250,Nov,avg,≥6 months,Indiana,34.7,2016-2017,34.7,2016-11-15
76255,Dec,avg,≥6 months,Indiana,37.8,2016-2017,37.8,2016-12-15
76260,Jan,avg,≥6 months,Indiana,40.1,2016-2017,40.1,2017-01-15
76265,Feb,avg,≥6 months,Indiana,41.6,2016-2017,41.6,2017-02-15
76270,Mar,avg,≥6 months,Indiana,42.4,2016-2017,42.4,2017-03-15
76275,Apr,avg,≥6 months,Indiana,43.0,2016-2017,43.0,2017-04-15
76280,May,avg,≥6 months,Indiana,43.6,2016-2017,43.6,2017-05-15
77220,Jul,avg,≥6 months,Iowa,0.6,2016-2017,0.6,2016-07-15
77225,Aug,avg,≥6 months,Iowa,2.0,2016-2017,2.0,2016-08-15
77230,Sep,avg,≥6 months,Iowa,9.1,2016-2017,9.1,2016-09-15
77235,Oct,avg,≥6 months,Iowa,30.9,2016-2017,30.9,2016-10-15
77240,Nov,avg,≥6 months,Iowa,42.7,2016-2017,42.7,2016-11-15
77245,Dec,avg,≥6 months,Iowa,46.3,2016-2017,46.3,2016-12-15
77250,Jan,avg,≥6 months,Iowa,48.1,2016-2017,48.1,2017-01-15
77255,Feb,avg,≥6 months,Iowa,49.6,2016-2017,49.6,2017-02-15
77260,Mar,avg,≥6 months,Iowa,50.1,2016-2017,50.1,2017-03-15
77265,Apr,avg,≥6 months,Iowa,50.6,2016-2017,50.6,2017-04-15
77270,May,avg,≥6 months,Iowa,51.3,2016-2017,51.3,2017-05-15
78215,Aug,avg,≥6 months,Kansas,2.0,2016-2017,2.0,2016-08-15
78220,Sep,avg,≥6 months,Kansas,8.4,2016-2017,8.4,2016-09-15
78225,Oct,avg,≥6 months,Kansas,27.8,2016-2017,27.8,2016-10-15
78230,Nov,avg,≥6 months,Kansas,36.7,2016-2017,36.7,2016-11-15
78235,Dec,avg,≥6 months,Kansas,39.4,2016-2017,39.4,2016-12-15
78240,Jan,avg,≥6 months,Kansas,41.4,2016-2017,41.4,2017-01-15
78245,Feb,avg,≥6 months,Kansas,42.5,2016-2017,42.5,2017-02-15
78250,Mar,avg,≥6 months,Kansas,43.0,2016-2017,43.0,2017-03-15
78255,Apr,avg,≥6 months,Kansas,43.7,2016-2017,43.7,2017-04-15
78260,May,avg,≥6 months,Kansas,43.9,2016-2017,43.9,2017-05-15
79200,Jul,avg,≥6 months,Kentucky,0.5,2016-2017,0.5,2016-07-15
79205,Aug,avg,≥6 months,Kentucky,2.3,2016-2017,2.3,2016-08-15
79210,Sep,avg,≥6 months,Kentucky,8.9,2016-2017,8.9,2016-09-15
79215,Oct,avg,≥6 months,Kentucky,27.1,2016-2017,27.1,2016-10-15
79220,Nov,avg,≥6 months,Kentucky,36.1,2016-2017,36.1,2016-11-15
79225,Dec,avg,≥6 months,Kentucky,38.9,2016-2017,38.9,2016-12-15
79230,Jan,avg,≥6 months,Kentucky,41.5,2016-2017,41.5,2017-01-15
79235,Feb,avg,≥6 months,Kentucky,43.3,2016-2017,43.3,2017-02-15
79240,Mar,avg,≥6 months,Kentucky,44.1,2016-2017,44.1,2017-03-15
79245,Apr,avg,≥6 months,Kentucky,44.4,2016-2017,44.4,2017-04-15
79250,May,avg,≥6 months,Kentucky,45.0,2016-2017,45.0,2017-05-15
80190,Jul,avg,≥6 months,Louisiana,0.8,2016-2017,0.8,2016-07-15
80195,Aug,avg,≥6 months,Louisiana,3.0,2016-2017,3.0,2016-08-15
80200,Sep,avg,≥6 months,Louisiana,8.7,2016-2017,8.7,2016-09-15
80205,Oct,avg,≥6 months,Louisiana,21.5,2016-2017,21.5,2016-10-15
80210,Nov,avg,≥6 months,Louisiana,28.8,2016-2017,28.8,2016-11-15
80215,Dec,avg,≥6 months,Louisiana,32.3,2016-2017,32.3,2016-12-15
80220,Jan,avg,≥6 months,Louisiana,35.9,2016-2017,35.9,2017-01-15
80225,Feb,avg,≥6 months,Louisiana,38.6,2016-2017,38.6,2017-02-15
80230,Mar,avg,≥6 months,Louisiana,40.5,2016-2017,40.5,2017-03-15
80235,Apr,avg,≥6 months,Louisiana,41.1,2016-2017,41.1,2017-04-15
80240,May,avg,≥6 months,Louisiana,41.6,2016-2017,41.6,2017-05-15
81180,Jul,avg,≥6 months,Maine,0.5,2016-2017,0.5,2016-07-15
81185,Aug,avg,≥6 months,Maine,1.6,2016-2017,1.6,2016-08-15
81190,Sep,avg,≥6 months,Maine,9.5,2016-2017,9.5,2016-09-15
81195,Oct,avg,≥6 months,Maine,29.8,2016-2017,29.8,2016-10-15
81200,Nov,avg,≥6 months,Maine,40.7,2016-2017,40.7,2016-11-15
81205,Dec,avg,≥6 months,Maine,44.2,2016-2017,44.2,2016-12-15
81210,Jan,avg,≥6 months,Maine,46.3,2016-2017,46.3,2017-01-15
81215,Feb,avg,≥6 months,Maine,48.1,2016-2017,48.1,2017-02-15
81220,Mar,avg,≥6 months,Maine,49.0,2016-2017,49.0,2017-03-15
81225,Apr,avg,≥6 months,Maine,49.5,2016-2017,49.5,2017-04-15
81230,May,avg,≥6 months,Maine,49.9,2016-2017,49.9,2017-05-15
82175,Aug,avg,≥6 months,Maryland,2.7,2016-2017,2.7,2016-08-15
82180,Sep,avg,≥6 months,Maryland,11.5,2016-2017,11.5,2016-09-15
82185,Oct,avg,≥6 months,Maryland,31.5,2016-2017,31.5,2016-10-15
82190,Nov,avg,≥6 months,Maryland,42.1,2016-2017,42.1,2016-11-15
82195,Dec,avg,≥6 months,Maryland,46.2,2016-2017,46.2,2016-12-15
82200,Jan,avg,≥6 months,Maryland,48.9,2016-2017,48.9,2017-01-15
82205,Feb,avg,≥6 months,Maryland,50.8,2016-2017,50.8,2017-02-15
82210,Mar,avg,≥6 months,Maryland,51.7,2016-2017,51.7,2017-03-15
82215,Apr,avg,≥6 months,Maryland,53.1,2016-2017,53.1,2017-04-15
82220,May,avg,≥6 months,Maryland,53.5,2016-2017,53.5,2017-05-15
83160,Jul,avg,≥6 months,Massachusetts,0.6,2016-2017,0.6,2016-07-15
83165,Aug,avg,≥6 months,Massachusetts,2.4,2016-2017,2.4,2016-08-15
83170,Sep,avg,≥6 months,Massachusetts,11.5,2016-2017,11.5,2016-09-15
83175,Oct,avg,≥6 months,Massachusetts,30.7,2016-2017,30.7,2016-10-15
83180,Nov,avg,≥6 months,Massachusetts,41.8,2016-2017,41.8,2016-11-15
83185,Dec,avg,≥6 months,Massachusetts,45.2,2016-2017,45.2,2016-12-15
83190,Jan,avg,≥6 months,Massachusetts,47.2,2016-2017,47.2,2017-01-15
83195,Feb,avg,≥6 months,Massachusetts,48.8,2016-2017,48.8,2017-02-15
83200,Mar,avg,≥6 months,Massachusetts,49.9,2016-2017,49.9,2017-03-15
83205,Apr,avg,≥6 months,Massachusetts,50.2,2016-2017,50.2,2017-04-15
83210,May,avg,≥6 months,Massachusetts,50.3,2016-2017,50.3,2017-05-15
84150,Jul,avg,≥6 months,Michigan,0.4,2016-2017,0.4,2016-07-15
84155,Aug,avg,≥6 months,Michigan,1.9,2016-2017,1.9,2016-08-15
84160,Sep,avg,≥6 months,Michigan,10.2,2016-2017,10.2,2016-09-15
84165,Oct,avg,≥6 months,Michigan,26.8,2016-2017,26.8,2016-10-15
84170,Nov,avg,≥6 months,Michigan,35.4,2016-2017,35.4,2016-11-15
84175,Dec,avg,≥6 months,Michigan,38.6,2016-2017,38.6,2016-12-15
84180,Jan,avg,≥6 months,Michigan,41.0,2016-2017,41.0,2017-01-15
84185,Feb,avg,≥6 months,Michigan,42.3,2016-2017,42.3,2017-02-15
84190,Mar,avg,≥6 months,Michigan,43.1,2016-2017,43.1,2017-03-15
84195,Apr,avg,≥6 months,Michigan,43.6,2016-2017,43.6,2017-04-15
84200,May,avg,≥6 months,Michigan,44.2,2016-2017,44.2,2017-05-15
85140,Jul,avg,≥6 months,Minnesota,0.2,2016-2017,0.2,2016-07-15
85145,Aug,avg,≥6 months,Minnesota,2.0,2016-2017,2.0,2016-08-15
85150,Sep,avg,≥6 months,Minnesota,10.5,2016-2017,10.5,2016-09-15
85155,Oct,avg,≥6 months,Minnesota,31.5,2016-2017,31.5,2016-10-15
85160,Nov,avg,≥6 months,Minnesota,42.6,2016-2017,42.6,2016-11-15
85165,Dec,avg,≥6 months,Minnesota,45.8,2016-2017,45.8,2016-12-15
85170,Jan,avg,≥6 months,Minnesota,47.9,2016-2017,47.9,2017-01-15
85175,Feb,avg,≥6 months,Minnesota,49.4,2016-2017,49.4,2017-02-15
85180,Mar,avg,≥6 months,Minnesota,50.5,2016-2017,50.5,2017-03-15
85185,Apr,avg,≥6 months,Minnesota,51.1,2016-2017,51.1,2017-04-15
85190,May,avg,≥6 months,Minnesota,51.7,2016-2017,51.7,2017-05-15
86130,Jul,avg,≥6 months,Mississippi,0.5,2016-2017,0.5,2016-07-15
86135,Aug,avg,≥6 months,Mississippi,2.0,2016-2017,2.0,2016-08-15
86140,Sep,avg,≥6 months,Mississippi,6.7,2016-2017,6.7,2016-09-15
86145,Oct,avg,≥6 months,Mississippi,23.0,2016-2017,23.0,2016-10-15
86150,Nov,avg,≥6 months,Mississippi,31.5,2016-2017,31.5,2016-11-15
86155,Dec,avg,≥6 months,Mississippi,34.3,2016-2017,34.3,2016-12-15
86160,Jan,avg,≥6 months,Mississippi,37.2,2016-2017,37.2,2017-01-15
86165,Feb,avg,≥6 months,Mississippi,38.5,2016-2017,38.5,2017-02-15
86170,Mar,avg,≥6 months,Mississippi,39.4,2016-2017,39.4,2017-03-15
86175,Apr,avg,≥6 months,Mississippi,40.0,2016-2017,40.0,2017-04-15
86180,May,avg,≥6 months,Mississippi,40.1,2016-2017,40.1,2017-05-15
87120,Jul,avg,≥6 months,Missouri,0.6,2016-2017,0.6,2016-07-15
87125,Aug,avg,≥6 months,Missouri,2.4,2016-2017,2.4,2016-08-15
87130,Sep,avg,≥6 months,Missouri,8.9,2016-2017,8.9,2016-09-15
87135,Oct,avg,≥6 months,Missouri,30.3,2016-2017,30.3,2016-10-15
87140,Nov,avg,≥6 months,Missouri,39.4,2016-2017,39.4,2016-11-15
87145,Dec,avg,≥6 months,Missouri,42.8,2016-2017,42.8,2016-12-15
87150,Jan,avg,≥6 months,Missouri,44.7,2016-2017,44.7,2017-01-15
87155,Feb,avg,≥6 months,Missouri,46.0,2016-2017,46.0,2017-02-15
87160,Mar,avg,≥6 months,Missouri,46.4,2016-2017,46.4,2017-03-15
87165,Apr,avg,≥6 months,Missouri,46.4,2016-2017,46.4,2017-04-15
87170,May,avg,≥6 months,Missouri,46.4,2016-2017,46.4,2017-05-15
88115,Aug,avg,≥6 months,Montana,1.5,2016-2017,1.5,2016-08-15
88120,Sep,avg,≥6 months,Montana,6.3,2016-2017,6.3,2016-09-15
88125,Oct,avg,≥6 months,Montana,25.1,2016-2017,25.1,2016-10-15
88130,Nov,avg,≥6 months,Montana,34.8,2016-2017,34.8,2016-11-15
88135,Dec,avg,≥6 months,Montana,37.9,2016-2017,37.9,2016-12-15
88140,Jan,avg,≥6 months,Montana,39.9,2016-2017,39.9,2017-01-15
88145,Feb,avg,≥6 months,Montana,41.5,2016-2017,41.5,2017-02-15
88150,Mar,avg,≥6 months,Montana,42.2,2016-2017,42.2,2017-03-15
88155,Apr,avg,≥6 months,Montana,42.2,2016-2017,42.2,2017-04-15
88160,May,avg,≥6 months,Montana,42.2,2016-2017,42.2,2017-05-15
89100,Jul,avg,≥6 months,Nebraska,0.4,2016-2017,0.4,2016-07-15
89105,Aug,avg,≥6 months,Nebraska,2.1,2016-2017,2.1,2016-08-15
89110,Sep,avg,≥6 months,Nebraska,9.0,2016-2017,9.0,2016-09-15
89115,Oct,avg,≥6 months,Nebraska,31.3,2016-2017,31.3,2016-10-15
89120,Nov,avg,≥6 months,Nebraska,43.0,2016-2017,43.0,2016-11-15
89125,Dec,avg,≥6 months,Nebraska,46.6,2016-2017,46.6,2016-12-15
89130,Jan,avg,≥6 months,Nebraska,48.7,2016-2017,48.7,2017-01-15
89135,Feb,avg,≥6 months,Nebraska,50.0,2016-2017,50.0,2017-02-15
89140,Mar,avg,≥6 months,Nebraska,50.8,2016-2017,50.8,2017-03-15
89145,Apr,avg,≥6 months,Nebraska,51.4,2016-2017,51.4,2017-04-15
89150,May,avg,≥6 months,Nebraska,52.3,2016-2017,52.3,2017-05-15
90090,Jul,avg,≥6 months,Nevada,0.7,2016-2017,0.7,2016-07-15
90095,Aug,avg,≥6 months,Nevada,2.1,2016-2017,2.1,2016-08-15
90100,Sep,avg,≥6 months,Nevada,9.1,2016-2017,9.1,2016-09-15
90105,Oct,avg,≥6 months,Nevada,21.4,2016-2017,21.4,2016-10-15
90110,Nov,avg,≥6 months,Nevada,27.8,2016-2017,27.8,2016-11-15
90115,Dec,avg,≥6 months,Nevada,30.6,2016-2017,30.6,2016-12-15
90120,Jan,avg,≥6 months,Nevada,32.8,2016-2017,32.8,2017-01-15
90125,Feb,avg,≥6 months,Nevada,34.4,2016-2017,34.4,2017-02-15
90130,Mar,avg,≥6 months,Nevada,35.1,2016-2017,35.1,2017-03-15
90135,Apr,avg,≥6 months,Nevada,36.0,2016-2017,36.0,2017-04-15
90140,May,avg,≥6 months,Nevada,36.1,2016-2017,36.1,2017-05-15
91080,Jul,avg,≥6 months,New Hampshire,0.6,2016-2017,0.6,2016-07-15
91085,Aug,avg,≥6 months,New Hampshire,1.8,2016-2017,1.8,2016-08-15
91090,Sep,avg,≥6 months,New Hampshire,10.2,2016-2017,10.2,2016-09-15
91095,Oct,avg,≥6 months,New Hampshire,31.1,2016-2017,31.1,2016-10-15
91100,Nov,avg,≥6 months,New Hampshire,41.9,2016-2017,41.9,2016-11-15
91105,Dec,avg,≥6 months,New Hampshire,45.2,2016-2017,45.2,2016-12-15
91110,Jan,avg,≥6 months,New Hampshire,47.0,2016-2017,47.0,2017-01-15
91115,Feb,avg,≥6 months,New Hampshire,48.2,2016-2017,48.2,2017-02-15
91120,Mar,avg,≥6 months,New Hampshire,49.0,2016-2017,49.0,2017-03-15
91125,Apr,avg,≥6 months,New Hampshire,50.4,2016-2017,50.4,2017-04-15
91130,May,avg,≥6 months,New Hampshire,50.4,2016-2017,50.4,2017-05-15
92070,Jul,avg,≥6 months,New Jersey,0.4,2016-2017,0.4,2016-07-15
92075,Aug,avg,≥6 months,New Jersey,2.4,2016-2017,2.4,2016-08-15
92080,Sep,avg,≥6 months,New Jersey,11.3,2016-2017,11.3,2016-09-15
92085,Oct,avg,≥6 months,New Jersey,27.9,2016-2017,27.9,2016-10-15
92090,Nov,avg,≥6 months,New Jersey,37.4,2016-2017,37.4,2016-11-15
92095,Dec,avg,≥6 months,New Jersey,41.3,2016-2017,41.3,2016-12-15
92100,Jan,avg,≥6 months,New Jersey,44.6,2016-2017,44.6,2017-01-15
92105,Feb,avg,≥6 months,New Jersey,46.4,2016-2017,46.4,2017-02-15
92110,Mar,avg,≥6 months,New Jersey,47.5,2016-2017,47.5,2017-03-15
92115,Apr,avg,≥6 months,New Jersey,48.5,2016-2017,48.5,2017-04-15
92120,May,avg,≥6 months,New Jersey,49.1,2016-2017,49.1,2017-05-15
93065,Aug,avg,≥6 months,New Mexico,3.5,2016-2017,3.5,2016-08-15
93070,Sep,avg,≥6 months,New Mexico,10.1,2016-2017,10.1,2016-09-15
93075,Oct,avg,≥6 months,New Mexico,27.7,2016-2017,27.7,2016-10-15
93080,Nov,avg,≥6 months,New Mexico,38.4,2016-2017,38.4,2016-11-15
93085,Dec,avg,≥6 months,New Mexico,41.6,2016-2017,41.6,2016-12-15
93090,Jan,avg,≥6 months,New Mexico,44.5,2016-2017,44.5,2017-01-15
93095,Feb,avg,≥6 months,New Mexico,46.5,2016-2017,46.5,2017-02-15
93100,Mar,avg,≥6 months,New Mexico,48.1,2016-2017,48.1,2017-03-15
93105,Apr,avg,≥6 months,New Mexico,48.6,2016-2017,48.6,2017-04-15
93110,May,avg,≥6 months,New Mexico,49.2,2016-2017,49.2,2017-05-15
94050,Jul,avg,≥6 months,New York,1.0,2016-2017,1.0,2016-07-15
94055,Aug,avg,≥6 months,New York,2.7,2016-2017,2.7,2016-08-15
94060,Sep,avg,≥6 months,New York,11.4,2016-2017,11.4,2016-09-15
94065,Oct,avg,≥6 months,New York,28.7,2016-2017,28.7,2016-10-15
94070,Nov,avg,≥6 months,New York,38.3,2016-2017,38.3,2016-11-15
94075,Dec,avg,≥6 months,New York,42.3,2016-2017,42.3,2016-12-15
94080,Jan,avg,≥6 months,New York,46.0,2016-2017,46.0,2017-01-15
94085,Feb,avg,≥6 months,New York,47.9,2016-2017,47.9,2017-02-15
94090,Mar,avg,≥6 months,New York,48.7,2016-2017,48.7,2017-03-15
94095,Apr,avg,≥6 months,New York,49.2,2016-2017,49.2,2017-04-15
94100,May,avg,≥6 months,New York,49.8,2016-2017,49.8,2017-05-15
95040,Jul,avg,≥6 months,North Carolina,0.7,2016-2017,0.7,2016-07-15
95045,Aug,avg,≥6 months,North Carolina,2.3,2016-2017,2.3,2016-08-15
95050,Sep,avg,≥6 months,North Carolina,9.9,2016-2017,9.9,2016-09-15
95055,Oct,avg,≥6 months,North Carolina,29.2,2016-2017,29.2,2016-10-15
95060,Nov,avg,≥6 months,North Carolina,38.6,2016-2017,38.6,2016-11-15
95065,Dec,avg,≥6 months,North Carolina,42.9,2016-2017,42.9,2016-12-15
95070,Jan,avg,≥6 months,North Carolina,46.3,2016-2017,46.3,2017-01-15
95075,Feb,avg,≥6 months,North Carolina,48.7,2016-2017,48.7,2017-02-15
95080,Mar,avg,≥6 months,North Carolina,49.5,2016-2017,49.5,2017-03-15
95085,Apr,avg,≥6 months,North Carolina,50.7,2016-2017,50.7,2017-04-15
95090,May,avg,≥6 months,North Carolina,50.8,2016-2017,50.8,2017-05-15
96035,Aug,avg,≥6 months,North Dakota,1.7,2016-2017,1.7,2016-08-15
96040,Sep,avg,≥6 months,North Dakota,7.6,2016-2017,7.6,2016-09-15
96045,Oct,avg,≥6 months,North Dakota,29.8,2016-2017,29.8,2016-10-15
96050,Nov,avg,≥6 months,North Dakota,39.7,2016-2017,39.7,2016-11-15
96055,Dec,avg,≥6 months,North Dakota,42.7,2016-2017,42.7,2016-12-15
96060,Jan,avg,≥6 months,North Dakota,44.8,2016-2017,44.8,2017-01-15
96065,Feb,avg,≥6 months,North Dakota,45.8,2016-2017,45.8,2017-02-15
96070,Mar,avg,≥6 months,North Dakota,46.6,2016-2017,46.6,2017-03-15
96075,Apr,avg,≥6 months,North Dakota,46.7,2016-2017,46.7,2017-04-15
96080,May,avg,≥6 months,North Dakota,46.9,2016-2017,46.9,2017-05-15
97025,Aug,avg,≥6 months,Ohio,2.5,2016-2017,2.5,2016-08-15
97030,Sep,avg,≥6 months,Ohio,9.3,2016-2017,9.3,2016-09-15
97035,Oct,avg,≥6 months,Ohio,26.6,2016-2017,26.6,2016-10-15
97040,Nov,avg,≥6 months,Ohio,36.4,2016-2017,36.4,2016-11-15
97045,Dec,avg,≥6 months,Ohio,40.2,2016-2017,40.2,2016-12-15
97050,Jan,avg,≥6 months,Ohio,42.7,2016-2017,42.7,2017-01-15
97055,Feb,avg,≥6 months,Ohio,44.6,2016-2017,44.6,2017-02-15
97060,Mar,avg,≥6 months,Ohio,45.7,2016-2017,45.7,2017-03-15
97065,Apr,avg,≥6 months,Ohio,46.2,2016-2017,46.2,2017-04-15
97070,May,avg,≥6 months,Ohio,46.6,2016-2017,46.6,2017-05-15
98010,Jul,avg,≥6 months,Oklahoma,0.5,2016-2017,0.5,2016-07-15
98015,Aug,avg,≥6 months,Oklahoma,1.7,2016-2017,1.7,2016-08-15
98020,Sep,avg,≥6 months,Oklahoma,8.4,2016-2017,8.4,2016-09-15
98025,Oct,avg,≥6 months,Oklahoma,28.0,2016-2017,28.0,2016-10-15
98030,Nov,avg,≥6 months,Oklahoma,36.7,2016-2017,36.7,2016-11-15
98035,Dec,avg,≥6 months,Oklahoma,40.6,2016-2017,40.6,2016-12-15
98040,Jan,avg,≥6 months,Oklahoma,44.0,2016-2017,44.0,2017-01-15
98045,Feb,avg,≥6 months,Oklahoma,45.5,2016-2017,45.5,2017-02-15
98050,Mar,avg,≥6 months,Oklahoma,46.6,2016-2017,46.6,2017-03-15
98055,Apr,avg,≥6 months,Oklahoma,47.1,2016-2017,47.1,2017-04-15
98060,May,avg,≥6 months,Oklahoma,47.2,2016-2017,47.2,2017-05-15
99005,Aug,avg,≥6 months,Oregon,1.6,2016-2017,1.6,2016-08-15
99010,Sep,avg,≥6 months,Oregon,7.8,2016-2017,7.8,2016-09-15
99015,Oct,avg,≥6 months,Oregon,23.0,2016-2017,23.0,2016-10-15
99020,Nov,avg,≥6 months,Oregon,31.9,2016-2017,31.9,2016-11-15
99025,Dec,avg,≥6 months,Oregon,34.5,2016-2017,34.5,2016-12-15
99030,Jan,avg,≥6 months,Oregon,36.8,2016-2017,36.8,2017-01-15
99035,Feb,avg,≥6 months,Oregon,38.1,2016-2017,38.1,2017-02-15
99040,Mar,avg,≥6 months,Oregon,38.7,2016-2017,38.7,2017-03-15
99045,Apr,avg,≥6 months,Oregon,39.2,2016-2017,39.2,2017-04-15
99050,May,avg,≥6 months,Oregon,40.0,2016-2017,40.0,2017-05-15
99995,Aug,avg,≥6 months,Pennsylvania,2.0,2016-2017,2.0,2016-08-15
100000,Sep,avg,≥6 months,Pennsylvania,11.9,2016-2017,11.9,2016-09-15
100005,Oct,avg,≥6 months,Pennsylvania,32.4,2016-2017,32.4,2016-10-15
100010,Nov,avg,≥6 months,Pennsylvania,41.8,2016-2017,41.8,2016-11-15
100015,Dec,avg,≥6 months,Pennsylvania,45.6,2016-2017,45.6,2016-12-15
100020,Jan,avg,≥6 months,Pennsylvania,48.5,2016-2017,48.5,2017-01-15
100025,Feb,avg,≥6 months,Pennsylvania,50.3,2016-2017,50.3,2017-02-15
100030,Mar,avg,≥6 months,Pennsylvania,51.1,2016-2017,51.1,2017-03-15
100035,Apr,avg,≥6 months,Pennsylvania,52.7,2016-2017,52.7,2017-04-15
100040,May,avg,≥6 months,Pennsylvania,53.3,2016-2017,53.3,2017-05-15
100980,Jul,avg,≥6 months,Rhode Island,0.6,2016-2017,0.6,2016-07-15
100985,Aug,avg,≥6 months,Rhode Island,2.1,2016-2017,2.1,2016-08-15
100990,Sep,avg,≥6 months,Rhode Island,9.8,2016-2017,9.8,2016-09-15
100995,Oct,avg,≥6 months,Rhode Island,31.3,2016-2017,31.3,2016-10-15
101000,Nov,avg,≥6 months,Rhode Island,44.3,2016-2017,44.3,2016-11-15
101005,Dec,avg,≥6 months,Rhode Island,48.6,2016-2017,48.6,2016-12-15
101010,Jan,avg,≥6 months,Rhode Island,52.2,2016-2017,52.2,2017-01-15
101015,Feb,avg,≥6 months,Rhode Island,53.6,2016-2017,53.6,2017-02-15
101020,Mar,avg,≥6 months,Rhode Island,54.4,2016-2017,54.4,2017-03-15
101025,Apr,avg,≥6 months,Rhode Island,55.2,2016-2017,55.2,2017-04-15
101030,May,avg,≥6 months,Rhode Island,55.4,2016-2017,55.4,2017-05-15
101970,Jul,avg,≥6 months,South Carolina,0.5,2016-2017,0.5,2016-07-15
101975,Aug,avg,≥6 months,South Carolina,2.7,2016-2017,2.7,2016-08-15
101980,Sep,avg,≥6 months,South Carolina,9.3,2016-2017,9.3,2016-09-15
101985,Oct,avg,≥6 months,South Carolina,26.7,2016-2017,26.7,2016-10-15
101990,Nov,avg,≥6 months,South Carolina,36.1,2016-2017,36.1,2016-11-15
101995,Dec,avg,≥6 months,South Carolina,40.0,2016-2017,40.0,2016-12-15
102000,Jan,avg,≥6 months,South Carolina,43.4,2016-2017,43.4,2017-01-15
102005,Feb,avg,≥6 months,South Carolina,45.6,2016-2017,45.6,2017-02-15
102010,Mar,avg,≥6 months,South Carolina,46.4,2016-2017,46.4,2017-03-15
102015,Apr,avg,≥6 months,South Carolina,46.9,2016-2017,46.9,2017-04-15
102020,May,avg,≥6 months,South Carolina,47.4,2016-2017,47.4,2017-05-15
102965,Aug,avg,≥6 months,South Dakota,1.6,2016-2017,1.6,2016-08-15
102970,Sep,avg,≥6 months,South Dakota,8.0,2016-2017,8.0,2016-09-15
102975,Oct,avg,≥6 months,South Dakota,33.1,2016-2017,33.1,2016-10-15
102980,Nov,avg,≥6 months,South Dakota,45.0,2016-2017,45.0,2016-11-15
102985,Dec,avg,≥6 months,South Dakota,48.5,2016-2017,48.5,2016-12-15
102990,Jan,avg,≥6 months,South Dakota,50.8,2016-2017,50.8,2017-01-15
102995,Feb,avg,≥6 months,South Dakota,52.4,2016-2017,52.4,2017-02-15
103000,Mar,avg,≥6 months,South Dakota,52.9,2016-2017,52.9,2017-03-15
103005,Apr,avg,≥6 months,South Dakota,53.1,2016-2017,53.1,2017-04-15
103010,May,avg,≥6 months,South Dakota,53.9,2016-2017,53.9,2017-05-15
103950,Jul,avg,≥6 months,Tennessee,0.6,2016-2017,0.6,2016-07-15
103955,Aug,avg,≥6 months,Tennessee,2.4,2016-2017,2.4,2016-08-15
103960,Sep,avg,≥6 months,Tennessee,9.5,2016-2017,9.5,2016-09-15
103965,Oct,avg,≥6 months,Tennessee,26.3,2016-2017,26.3,2016-10-15
103970,Nov,avg,≥6 months,Tennessee,34.6,2016-2017,34.6,2016-11-15
103975,Dec,avg,≥6 months,Tennessee,37.0,2016-2017,37.0,2016-12-15
103980,Jan,avg,≥6 months,Tennessee,39.6,2016-2017,39.6,2017-01-15
103985,Feb,avg,≥6 months,Tennessee,41.7,2016-2017,41.7,2017-02-15
103990,Mar,avg,≥6 months,Tennessee,43.0,2016-2017,43.0,2017-03-15
103995,Apr,avg,≥6 months,Tennessee,43.8,2016-2017,43.8,2017-04-15
104000,May,avg,≥6 months,Tennessee,43.9,2016-2017,43.9,2017-05-15
104940,Jul,avg,≥6 months,Texas,0.8,2016-2017,0.8,2016-07-15
104945,Aug,avg,≥6 months,Texas,3.6,2016-2017,3.6,2016-08-15
104950,Sep,avg,≥6 months,Texas,10.9,2016-2017,10.9,2016-09-15
104955,Oct,avg,≥6 months,Texas,25.5,2016-2017,25.5,2016-10-15
104960,Nov,avg,≥6 months,Texas,33.1,2016-2017,33.1,2016-11-15
104965,Dec,avg,≥6 months,Texas,36.3,2016-2017,36.3,2016-12-15
